"RANK","NAME","Position","Team","BYE","TIER","UP","DOWN","TARGET","WIN"
"52","Jordyn Tyson","WR","NO","8","10","true","true","false","false"
"53","Quentin Johnston","WR","LAC","7","10","true","false","false","false"
"54","Deebo Samuel Sr.","WR","SF","8","11","false","false","false","false"
"55","Romeo Doubs","WR","NE","11","11","false","false","false","false"
"56","Denzel Boston","WR","CLE","11","11","true","false","false","false"
"57","Tre Tucker","WR","LV","13","11","false","false","true","false"
"58","Khalil Shakir","WR","BUF","7","11","false","false","false","false"
"59","Jalen Nailor","WR","LV","13","11","true","false","true","false"
"60","Omar Cooper Jr.","WR","NYJ","13","12","false","false","false","false"
"61","Ja'Kobi Lane","WR","BAL","13","12","true","false","false","false"
"62","Jalen McMillan","WR","TB","10","12","true","true","false","false"
"63","Jerry Jeudy","WR","CLE","11","12","false","false","true","false"
"64","Cooper Kupp","WR","SEA","11","12","false","false","false","false"
"65","Zachariah Branch","WR","ATL","11","13","true","false","true","false"
"66","Kayshon Boutte","WR","HOU","8","13","true","false","false","false"
"67","Jaylin Noel","WR","HOU","8","13","true","false","true","false"
"68","Dontayvion Wicks","WR","PHI","10","13","true","false","false","false"
"69","Jauan Jennings","WR","MIN","6","14","false","false","false","false"
"70","Adonai Mitchell","WR","NYJ","13","14","false","false","false","false"
"71","Calvin Ridley","WR","TEN","9","14","true","false","false","false"
"72","Devaughn Vele","WR","NO","8","14","true","false","true","false"
"73","Ryan Flournoy","WR","DAL","14","15","true","false","false","false"
"74","Caleb Douglas","WR","MIA","6","15","true","false","false","false"
"75","Malachi Fields","WR","NYG","8","15","true","false","false","false"
"76","Kalif Raymond","WR","CHI","10","16","false","false","false","false"
"77","Keenan Allen","WR","IND","13","16","false","false","false","false"
"78","Rashid Shaheed","WR","SEA","11","16","false","false","false","false"
"79","Greg Dortch","WR","","","17","false","false","false","false"
"80","Antonio Williams","WR","WAS","7","17","true","false","false","false"
"81","Pat Bryant","WR","DEN","10","17","true","false","false","false"
"82","Rashod Bateman","WR","BAL","13","17","false","false","false","false"
"83","Darnell Mooney","WR","NYG","8","17","false","false","false","false"
"84","Malik Washington","WR","MIA","6","18","false","false","false","false"
"85","Germie Bernard","WR","PIT","9","18","true","false","false","false"
"86","Troy Franklin","WR","DEN","10","18","false","false","false","false"
"87","Cyrus Allen","WR","KC","5","18","true","false","false","false"
"88","Tyquan Thornton","WR","KC","5","19","false","false","false","false"
"89","Tre' Harris","WR","LAC","7","19","false","false","false","false"
"90","Marvin Mims Jr.","WR","DEN","10","19","false","false","false","false"
"91","KaVontae Turpin","WR","DAL","14","20","false","false","false","false"
"92","Tank Dell","WR","HOU","8","20","false","true","false","false"
"93","Jaylin Lane","WR","WAS","7","20","true","false","false","false"
"94","Tez Johnson","WR","TB","10","20","false","false","false","false"
"95","Tory Horton","WR","SEA","11","20","false","false","false","false"
"96","Roman Wilson","WR","PIT","9","20","true","false","false","false"
"97","Joshua Palmer","WR","BUF","7","20","true","false","false","false"
"98","Chris Bell","WR","MIA","6","20","false","false","false","false"
"99","Kyle Williams","WR","NE","11","20","false","false","false","false"
"100","Elic Ayomanor","WR","TEN","9","20","false","false","false","false"
"101","Xavier Legette","WR","CAR","2","21","false","false","false","false"
"102","Kevin Coleman Jr.","WR","MIA","6","21","false","false","false","false"
"103","Keon Coleman","WR","BUF","7","21","false","false","false","false"
"104","Travis Hunter","WR","JAX","7","21","false","false","false","false"
"105","Hollywood Brown","WR","PHI","10","21","false","false","false","false"
"106","Xavier Hutchinson","WR","HOU","8","21","false","false","false","false"
"107","Andrei Iosivas","WR","CIN","6","22","false","false","false","false"
"108","John Metchie III","WR","CAR","2","22","false","false","false","false"
"109","Jahan Dotson","WR","ATL","11","22","false","false","false","false"
"110","Jack Bech","WR","LV","13","22","false","false","false","false"
"111","Darius Slayton","WR","NYG","8","22","false","false","false","false"
"112","Brenen Thompson","WR","LAC","7","22","false","false","false","false"
"113","Chimere Dike","WR","TEN","9","22","false","false","false","false"
"114","Olamide Zaccheaus","WR","ATL","11","22","false","false","false","false"
"115","Colbie Young","WR","CIN","6","22","false","false","false","false"
"116","Isaiah Bond","WR","CLE","11","22","false","false","false","false"
"117","Isaac TeSlaa","WR","DET","6","22","false","false","false","false"
"118","Ted Hurst III","WR","TB","10","22","false","false","false","false"
"119","Christian Kirk","WR","SF","8","22","false","false","false","false"
"120","Treylon Burks","WR","WAS","7","22","false","false","false","false"
"121","DeMario Douglas","WR","NE","11","22","false","false","false","false"
"122","Kendrick Bourne","WR","ARI","2","22","false","false","false","false"
"123","Mack Hollins","WR","NE","11","22","false","false","false","false"
"124","Elijah Moore","WR","PHI","10","22","false","false","false","false"
"125","Tyrell Shavers","WR","BUF","7","22","false","false","false","false"
"126","Luke McCaffrey","WR","WAS","7","22","false","false","false","false"
"127","Jalen Tolbert","WR","MIA","6","22","false","false","false","false"
"128","Tutu Atwell","WR","LAR","11","22","false","false","false","false"
"129","Nick Westbrook-Ikhine","WR","","","22","false","false","false","false"
"130","Elijah Sarratt","WR","BAL","13","22","false","false","false","false"
"131","Dyami Brown","WR","WAS","7","22","false","false","false","false"
"132","Skyler Bell","WR","BUF","7","22","false","false","false","false"
"133","Bryce Lance","WR","NO","8","22","false","false","false","false"
"134","Devontez Walker","WR","BAL","13","22","false","false","false","false"
"135","Dont'e Thornton Jr.","WR","LV","13","22","false","false","false","false"
